level,start,Start Level %,Complete Level %,Win Rate %,During Level %,Between Level %,fail rate %,churn rate %
42,959,0.18438761776581428,0.18400307633147472,0.9979144942648592,-0.0003845414343395501,-0.017418032786885244,0.030303030303030276,0.002085505735140769
43,932,0.17919630840223033,0.17919630840223033,1,0,-0.02612330198537095,0.0031847133757961776,0
44,911,0.17515862334166507,0.17496635262449528,0.9989023051591658,-0.00019227071716977504,-0.022532188841201718,0.0010881392818280489,0.001097694840834218
45,904,0.17381272832147665,0.17381272832147665,1,0,-0.006593406593406593,0,0
46,895,0.17208229186694865,0.17208229186694865,1,0,-0.008859357696566999,0.005482456140350922,0
47,874,0.1680446068063834,0.1680446068063834,1,0,-0.02346368715083799,0,0
48,859,0.16516054604883676,0.164968275331667,0.9988358556461001,-0.00019227071716977504,-0.017162471395881007,0.020361990950226283,0.0011641443538998875
49,845,0.16246875600845992,0.15920015381657374,0.9798816568047337,-0.0032686021918861756,-0.015151515151515152,0.21072088724584104,0.020118343195266286
50,805,0.15477792732166892,0.15362430301865027,0.9925465838509316,-0.0011536243030186503,-0.027777777777777776,0.02192448233861144,0.007453416149068359
51,776,0.14920207652374542,0.14900980580657566,0.9987113402061856,-0.00019227071716977504,-0.028785982478097622,0,0.0012886597938144284
52,765,0.1470870986348779,0.14689482791770814,0.9986928104575163,-0.00019227071716977504,-0.012903225806451613,0,0.0013071895424836555
53,752,0.14458757931167082,0.14439530859450106,0.9986702127659575,-0.00019227071716977504,-0.015706806282722512,0.0026490066225165476,0.0013297872340425343
54,738,0.14189578927129398,0.14151124783695443,0.997289972899729,-0.0003845414343395501,-0.016,0.007989347536617841,0.0027100271002710175
55,728,0.13997308209959622,0.13978081138242646,0.9986263736263736,-0.00019227071716977504,-0.009523809523809525,0,0.0013736263736263687
56,717,0.1378581042107287,0.13670447990771006,0.9916317991631799,-0.0011536243030186503,-0.013755158184319119,0.08750000000000002,0.008368200836820106
57,697,0.1340126898673332,0.1340126898673332,1,0,-0.01969057665260197,0.004273504273504258,0
58,688,0.13228225341280522,0.132474524129975,1.001453488372093,0.00019227071716977504,-0.01291248206599713,0,-0.0014534883720929148
59,677,0.1301672755239377,0.12978273408959815,0.9970457902511078,-0.0003845414343395501,-0.01741654571843251,0.02840909090909094,0.002954209748892156
60,663,0.12747548548356086,0.12728321476639107,0.9984917043740573,-0.00019227071716977504,-0.016320474777448073,0.0509193776520509,0.0015082956259426794
61,647,0.12439915400884445,0.12439915400884445,1,0,-0.022658610271903322,0.0060606060606061,0
62,639,0.12286098827148625,0.12151509325129782,0.9890453834115805,-0.0013458950201884253,-0.012364760432766615,0.17639593908629436,0.010954616588419452
63,614,0.11805422034224188,0.11747740819073255,0.995114006514658,-0.0005768121515093252,-0.028481012658227847,0.13730929264909852,0.004885993485342022
64,582,0.11190155739280908,0.1117092866756393,0.9982817869415808,-0.00019227071716977504,-0.04746317512274959,0.008503401360544172,0.0017182130584192379
65,573,0.1101711209382811,0.1101711209382811,1,0,-0.013769363166953529,0.012048192771084376,0
66,567,0.10901749663526245,0.10882522591809267,0.9982363315696648,-0.00019227071716977504,-0.008741258741258742,0.0017543859649122862,0.0017636684303351524
67,563,0.10824841376658335,0.10805614304941358,0.9982238010657194,-0.00019227071716977504,-0.00530035335689046,0.008756567425569184,0.001776198934280604
68,550,0.10574889444337628,0.10574889444337628,1,0,-0.021352313167259787,0,0
69,538,0.10344164583733897,0.1032493751201692,0.9981412639405205,-0.00019227071716977504,-0.020036429872495445,0,0.0018587360594795044
70,533,0.1024802922514901,0.10132666794847145,0.9887429643527205,-0.0011536243030186503,-0.0074487895716946,0.2011747430249633,0.011257035647279534
71,514,0.09882714862526437,0.09882714862526437,1,0,-0.024667931688804556,0.0019193857965451588,0
72,508,0.09767352432224573,0.09786579503941549,1.0019685039370079,0.00019227071716977504,-0.011673151750972763,0,-0.0019685039370078705
73,506,0.09728898288790618,0.09728898288790618,1,0,-0.005893909626719057,0.009671179883945835,0
74,506,0.09728898288790618,0.09728898288790618,1,0,0,0.0078125,0
75,499,0.09594308786771774,0.09575081715054796,0.9979959919839679,-0.00019227071716977504,-0.01383399209486166,0.0020000000000000018,0.002004008016032066
76,493,0.0947894635646991,0.0947894635646991,1,0,-0.010040160642570281,0,0
77,492,0.09459719284752932,0.09459719284752932,1,0,0,0.021696252465483234,0
78,486,0.09344356854451068,0.09344356854451068,1,0,-0.012195121951219513,0.002049180327868827,0
79,475,0.09132859065564315,0.09132859065564315,1,0,-0.02263374485596708,0,0
80,474,0.09113631993847338,0.09132859065564315,1.0021097046413503,0.00019227071716977504,-0.002105263157894737,0,-0.0021097046413502962
81,471,0.09055950778696405,0.09075177850413382,1.0021231422505308,0.00019227071716977504,-0.008421052631578947,0.002096436058700246,-0.002123142250530785
82,471,0.09055950778696405,0.09055950778696405,1,0,-0.00211864406779661,0.014403292181069949,0
83,468,0.08998269563545472,0.08998269563545472,1,0,-0.006369426751592357,0,0
84,464,0.08921361276677563,0.08902134204960585,0.9978448275862069,-0.00019227071716977504,-0.008547008547008548,0.0021413276231263545,0.0021551724137931494
85,454,0.08729090559507786,0.08709863487790809,0.9977973568281938,-0.00019227071716977504,-0.019438444924406047,0.019148936170212738,0.0022026431718061845
86,449,0.086329552009229,0.086329552009229,1,0,-0.008830022075055188,0.004415011037527616,0
87,444,0.08536819842338011,0.08536819842338011,1,0,-0.011135857461024499,0.03879310344827591,0
88,438,0.08421457412036147,0.08421457412036147,1,0,-0.013513513513513514,0.006802721088435382,0
89,434,0.08344549125168237,0.08344549125168237,1,0,-0.0091324200913242,0.0022883295194507935,0
90,431,0.08286867910017304,0.0824841376658335,0.9953596287703016,-0.0003845414343395501,-0.0069124423963133645,0.01379310344827589,0.004640371229698403
91,423,0.08133051336281484,0.08133051336281484,1,0,-0.013986013986013986,0.044642857142857095,0
92,417,0.0801768890597962,0.07940780619111709,0.9904076738609112,-0.0007690828686791001,-0.014184397163120567,0.1051502145922747,0.00959232613908878
93,406,0.07806191117092867,0.07806191117092867,1,0,-0.01694915254237288,0,0
94,400,0.07690828686791001,0.07710055758507979,1.0025,0.00019227071716977504,-0.014778325123152709,0.004938271604938316,-0.0024999999999999467
95,395,0.07594693328206115,0.07594693328206115,1,0,-0.014962593516209476,0.0025188916876573986,0
96,392,0.07537012113055182,0.07537012113055182,1,0,-0.007594936708860759,0,0
97,388,0.07460103826187271,0.07460103826187271,1,0,-0.01020408163265306,0.010178117048346036,0
98,386,0.07421649682753316,0.07421649682753316,1,0,-0.005154639175257732,0.012755102040816313,0
99,382,0.07344741395885407,0.07325514324168429,0.9973821989528796,-0.00019227071716977504,-0.010362694300518135,0.017857142857142905,0.002617801047120394
100,378,0.07267833109017496,0.07267833109017496,1,0,-0.007874015748031496,0.007792207792207795,0
101,361,0.0694097288982888,0.0694097288982888,1,0,-0.04497354497354497,0.008174386920980936,0
102,357,0.06864064602960969,0.06844837531243991,0.9971988795518207,-0.00019227071716977504,-0.0110803324099723,0.03753351206434319,0.0028011204481792618
103,350,0.06729475100942127,0.06691020957508172,0.9942857142857143,-0.0003845414343395501,-0.016853932584269662,0.0633245382585752,0.005714285714285672
104,344,0.06614112670640261,0.06594885598923284,0.997093023255814,-0.00019227071716977504,-0.011494252873563218,0.2163355408388521,0.0029069767441860517
105,331,0.06364160738319553,0.062295712363007114,0.9788519637462235,-0.0013458950201884253,-0.03498542274052478,0.29436325678496866,0.02114803625377648
106,314,0.060373005191309365,0.06018073447413959,0.9968152866242038,-0.00019227071716977504,-0.030864197530864196,0.01567398119122254,0.0031847133757961776
107,311,0.059796193039800036,0.059796193039800036,1,0,-0.006389776357827476,0.0031948881789137795,0
108,308,0.059219380888290714,0.059219380888290714,1,0,-0.00964630225080386,0.018867924528301883,0
109,306,0.05883483945395116,0.05883483945395116,1,0,-0.006493506493506494,0,0
110,303,0.05825802730244184,0.05806575658527206,0.9966996699669967,-0.00019227071716977504,-0.00980392156862745,0.07598784194528874,0.0033003300330033403
111,293,0.05633532013074409,0.05652759084791386,1.0034129692832765,0.00019227071716977504,-0.029801324503311258,0.013245033112582738,-0.0034129692832765013
112,293,0.05633532013074409,0.05633532013074409,1,0,-0.003401360544217687,0.0033783783783783994,0
113,291,0.05595077869640454,0.05595077869640454,1,0,-0.006825938566552901,0.03246753246753242,0
114,286,0.05498942511055566,0.05498942511055566,1,0,-0.01718213058419244,0.00692041522491349,0
115,285,0.05479715439338589,0.05498942511055566,1.0035087719298246,0.00019227071716977504,-0.0034965034965034965,0,-0.0035087719298245723
116,288,0.055373966544895216,0.055373966544895216,1,0,0.006993006993006993,0.0034482758620689724,0
117,286,0.05498942511055566,0.05498942511055566,1,0,-0.006944444444444444,0.023809523809523836,0
118,285,0.05479715439338589,0.05479715439338589,1,0,-0.0034965034965034965,0.01384083044982698,0
119,283,0.054412612959046334,0.054412612959046334,1,0,-0.007017543859649123,0.0035211267605633756,0
120,280,0.05383580080753701,0.05383580080753701,1,0,-0.01060070671378092,0.0034965034965035446,0
121,278,0.05345125937319746,0.05345125937319746,1,0,-0.007142857142857143,0.0273972602739726,0
122,277,0.053258988656027684,0.053258988656027684,1,0,-0.0035971223021582736,0,0
123,272,0.05229763507017881,0.05210536435300904,0.9963235294117647,-0.00019227071716977504,-0.018050541516245487,0.003676470588235281,0.003676470588235281
124,273,0.052489905787348586,0.05229763507017881,0.9963369963369964,-0.00019227071716977504,0.007380073800738007,0.08580858085808585,0.00366300366300365
125,265,0.05095174004999039,0.05075946933282061,0.9962264150943396,-0.00019227071716977504,-0.025735294117647058,0.02573529411764708,0.0037735849056603765
126,264,0.05075946933282061,0.05056719861565084,0.9962121212121212,-0.00019227071716977504,0,0.14012738853503182,0.0037878787878787845
127,263,0.05056719861565084,0.05037492789848106,0.9961977186311787,-0.00019227071716977504,0,0.05693950177935947,0.0038022813688213253
128,261,0.050182657181311284,0.050182657181311284,1,0,-0.003816793893129771,0,0
129,260,0.049990386464141515,0.050182657181311284,1.0038461538461538,0.00019227071716977504,-0.0038314176245210726,0.03321033210332103,-0.0038461538461538325
130,263,0.05056719861565084,0.05056719861565084,1,0,0.007662835249042145,0.0037735849056603765,0
131,260,0.049990386464141515,0.04979811574697174,0.9961538461538462,-0.00019227071716977504,-0.011406844106463879,0.05653710247349819,0.0038461538461538325
132,253,0.04864449144395309,0.04864449144395309,1,0,-0.01937984496124031,0,0
133,252,0.04845222072678331,0.04768313785810421,0.9841269841269841,-0.0007690828686791001,-0.003952569169960474,0.39473684210526316,0.015873015873015928
134,236,0.04537588925206691,0.045183618534897135,0.9957627118644068,-0.00019227071716977504,-0.04838709677419355,0,0.004237288135593209
135,232,0.04460680638338781,0.04460680638338781,1,0,-0.01276595744680851,0.07843137254901966,0
136,231,0.04441453566621804,0.04441453566621804,1,0,-0.004310344827586207,0.045454545454545414,0
137,228,0.04383772351470871,0.04383772351470871,1,0,-0.012987012987012988,0.025531914893617058,0
138,226,0.04345318208036916,0.04345318208036916,1,0,-0.008771929824561403,0.008695652173912993,0
139,224,0.04306864064602961,0.04306864064602961,1,0,-0.008849557522123894,0.021739130434782594,0
140,225,0.043260911363199386,0.043260911363199386,1,0,0.004464285714285714,0.013157894736842146,0
141,225,0.043260911363199386,0.04306864064602961,0.9955555555555555,-0.00019227071716977504,0,0.01754385964912286,0.004444444444444473
142,222,0.04268409921169006,0.04268409921169006,1,0,-0.008928571428571428,0.038961038961038974,0
143,217,0.04172274562584118,0.04172274562584118,1,0,-0.02252252252252252,0.09128630705394192,0
144,215,0.04133820419150164,0.04133820419150164,1,0,-0.009216589861751152,0.08823529411764708,0
145,213,0.040953662757162085,0.040953662757162085,1,0,-0.009302325581395349,0,0
146,212,0.04076139203999231,0.04076139203999231,1,0,-0.004694835680751174,0.01834862385321101,0
147,209,0.04018457988848299,0.04018457988848299,1,0,-0.014150943396226415,0.19850187265917607,0
148,208,0.03999230917131321,0.03999230917131321,1,0,-0.004784688995215311,0.004739336492891044,0
149,209,0.04018457988848299,0.04018457988848299,1,0,0.004807692307692308,0,0
150,208,0.03999230917131321,0.03999230917131321,1,0,-0.004784688995215311,0.023255813953488413,0
151,206,0.03960776773697366,0.03960776773697366,1,0,-0.009615384615384616,0,0
152,205,0.03941549701980388,0.03941549701980388,1,0,-0.0048543689320388345,0.014285714285714235,0
153,202,0.03883868486829456,0.03864641415112478,0.995049504950495,-0.00019227071716977504,-0.014634146341463415,0.19767441860465118,0.004950495049504955
154,197,0.037877331282445685,0.037877331282445685,1,0,-0.01990049751243781,0.029268292682926855,0
155,195,0.03749278984810613,0.03749278984810613,1,0,-0.01015228426395939,0.005050505050505083,0
156,195,0.03749278984810613,0.03749278984810613,1,0,0,0.015075376884422065,0
157,195,0.03749278984810613,0.03749278984810613,1,0,0,0.02487562189054726,0
158,195,0.03749278984810613,0.03749278984810613,1,0,0,0.00995024875621886,0
159,193,0.03710824841376658,0.03691597769659681,0.9948186528497409,-0.00019227071716977504,-0.010256410256410256,0.025252525252525304,0.005181347150259086
160,193,0.03710824841376658,0.03710824841376658,1,0,0.005208333333333333,0.005102040816326481,0
161,189,0.03633916554508748,0.03633916554508748,1,0,-0.02072538860103627,0.025125628140703515,0
162,190,0.03653143626225726,0.03653143626225726,1,0,0.005291005291005291,0.03980099502487566,0
163,189,0.03633916554508748,0.03653143626225726,1.0052910052910053,0.00019227071716977504,0,0.025380710659898442,-0.005291005291005346
164,190,0.03653143626225726,0.03653143626225726,1,0,0,0.01538461538461533,0
165,188,0.036146894827917705,0.03633916554508748,1.0053191489361701,0.00019227071716977504,-0.010526315789473684,0.136986301369863,-0.005319148936170137
166,189,0.03633916554508748,0.03633916554508748,1,0,-0.005263157894736842,0.059113300492610876,0
167,186,0.03576235339357816,0.03576235339357816,1,0,-0.015873015873015872,0.030612244897959218,0
168,185,0.035570082676408384,0.034993270524899055,0.9837837837837838,-0.0005768121515093252,-0.005376344086021506,0.4137931034482759,0.01621621621621616
169,170,0.03268602191886176,0.03268602191886176,1,0,-0.06077348066298342,0.011627906976744207,0
170,168,0.03230148048452221,0.03230148048452221,1,0,-0.011764705882352941,0.01754385964912286,0
171,165,0.03172466833301288,0.03172466833301288,1,0,-0.017857142857142856,0,0
172,162,0.031147856181503557,0.031147856181503557,1,0,-0.01818181818181818,0.06321839080459768,0
173,161,0.03095558546433378,0.03095558546433378,1,0,-0.006172839506172839,0,0
174,160,0.030763314747164008,0.03057104402999423,0.99375,-0.00019227071716977504,-0.006211180124223602,0.047337278106508895,0.006249999999999978
175,156,0.029994231878484906,0.029994231878484906,1,0,-0.018867924528301886,0.024844720496894457,0
176,155,0.029801961161315133,0.029801961161315133,1,0,-0.00641025641025641,0,0
177,155,0.029801961161315133,0.029801961161315133,1,0,0,0.01273885350318471,0
178,155,0.029801961161315133,0.029801961161315133,1,0,0,0.0062893081761006275,0
179,156,0.029994231878484906,0.029994231878484906,1,0,0.0064516129032258064,0.025000000000000022,0
180,155,0.029801961161315133,0.029801961161315133,1,0,-0.00641025641025641,0,0
181,150,0.028840607575466255,0.028840607575466255,1,0,-0.03225806451612903,0.013157894736842146,0
182,150,0.028840607575466255,0.02903287829263603,1.0066666666666666,0.00019227071716977504,0,0.01948051948051943,-0.006666666666666599
183,148,0.028456066141126706,0.028456066141126706,1,0,-0.019867549668874173,0,0
184,147,0.02826379542395693,0.02826379542395693,1,0,-0.006756756756756757,0.03246753246753242,0
185,147,0.02826379542395693,0.02826379542395693,1,0,0,0.032258064516129004,0
186,145,0.02787925398961738,0.02787925398961738,1,0,-0.013605442176870748,0.012903225806451646,0
187,143,0.02749471255527783,0.027302441838108055,0.993006993006993,-0.00019227071716977504,-0.013793103448275862,0.01388888888888884,0.006993006993006978
188,141,0.027110171120938283,0.027110171120938283,1,0,-0.007042253521126761,0.08125000000000004,0
189,142,0.027302441838108055,0.026917900403768506,0.9859154929577465,-0.0003845414343395501,0.0070921985815602835,0.3162055335968379,0.014084507042253502
190,137,0.02634108825225918,0.02634108825225918,1,0,-0.02142857142857143,0.04195804195804198,0
191,137,0.02634108825225918,0.02634108825225918,1,0,0,0,0
192,137,0.02634108825225918,0.02634108825225918,1,0,0,0.007194244604316502,0
193,137,0.02634108825225918,0.02634108825225918,1,0,0,0.014285714285714235,0
194,137,0.02634108825225918,0.02634108825225918,1,0,0,0.10897435897435892,0
195,134,0.025764276100749856,0.025764276100749856,1,0,-0.021897810218978103,0.04895104895104896,0
196,133,0.02557200538358008,0.02557200538358008,1,0,-0.007462686567164179,0.1383647798742138,0
197,132,0.025379734666410306,0.025379734666410306,1,0,-0.007518796992481203,0.007407407407407418,0
198,131,0.02518746394924053,0.024995193232070757,0.9923664122137404,-0.00019227071716977504,-0.007575757575757576,0,0.007633587786259555
199,129,0.02480292251490098,0.02480292251490098,1,0,-0.007692307692307693,0.01526717557251911,0
200,129,0.02480292251490098,0.02480292251490098,1,0,0,0.007633587786259555,0
201,127,0.024418381080561432,0.024418381080561432,1,0,-0.0078125,0.030303030303030276,0
202,128,0.024610651797731205,0.024610651797731205,1,0,0.007874015748031496,0.007751937984496138,0
203,127,0.024418381080561432,0.024226110363391656,0.9921259842519685,-0.00019227071716977504,0,0.06617647058823528,0.007874015748031482
204,126,0.024226110363391656,0.024226110363391656,1,0,0,0,0
205,126,0.024226110363391656,0.024226110363391656,1,0,0,0.023255813953488413,0
206,125,0.02403383964622188,0.02403383964622188,1,0,-0.007936507936507936,0.007936507936507908,0
207,125,0.02403383964622188,0.02403383964622188,1,0,0,0.015748031496062964,0
208,124,0.023841568929052107,0.023841568929052107,1,0,-0.008,0.07971014492753625,0
209,127,0.024418381080561432,0.02403383964622188,0.984251968503937,-0.0003845414343395501,0.024193548387096774,0.12,0.015748031496062964
210,123,0.02364929821188233,0.023457027494712554,0.991869918699187,-0.00019227071716977504,-0.016,0.1875,0.008130081300813052
211,121,0.02326475677754278,0.02326475677754278,1,0,-0.00819672131147541,0,0
212,120,0.023072486060373005,0.023072486060373005,1,0,-0.008264462809917356,0.09090909090909094,0
213,121,0.02326475677754278,0.02326475677754278,1,0,0.008333333333333333,0.06818181818181823,0
214,120,0.023072486060373005,0.023072486060373005,1,0,-0.008264462809917356,0.03968253968253965,0
215,118,0.022687944626033456,0.022687944626033456,1,0,-0.016666666666666666,0.032258064516129004,0
216,117,0.02249567390886368,0.02249567390886368,1,0,-0.00847457627118644,0.11764705882352944,0
217,116,0.022303403191693907,0.022303403191693907,1,0,-0.008547008547008548,0.06976744186046513,0
218,114,0.021918861757354354,0.021918861757354354,1,0,-0.017241379310344827,0,0
219,114,0.021918861757354354,0.021918861757354354,1,0,0,0.02564102564102566,0
220,113,0.02172659104018458,0.02172659104018458,1,0,-0.008771929824561403,0,0
221,113,0.02172659104018458,0.021918861757354354,1.008849557522124,0.00019227071716977504,0,0.032786885245901676,-0.008849557522123908
222,110,0.021149778888675256,0.021149778888675256,1,0,-0.02654867256637168,0.017857142857142905,0
223,108,0.020765237454335703,0.02057296673716593,0.9907407407407407,-0.00019227071716977504,-0.01818181818181818,0.11111111111111116,0.0092592592592593
224,104,0.019996154585656605,0.019996154585656605,1,0,-0.018867924528301886,0.1382113821138211,0
225,104,0.019996154585656605,0.019996154585656605,1,0,0,0.018867924528301883,0
226,103,0.01980388386848683,0.01980388386848683,1,0,-0.009615384615384616,0.018867924528301883,0
227,101,0.01941934243414728,0.01941934243414728,1,0,-0.019417475728155338,0,0
228,101,0.01941934243414728,0.01941934243414728,1,0,0,0.13559322033898302,0
229,100,0.019227071716977504,0.019227071716977504,1,0,-0.009900990099009901,0.2093023255813954,0
230,99,0.01903480099980773,0.01903480099980773,1,0,-0.01,0.00990099009900991,0
231,99,0.01903480099980773,0.01903480099980773,1,0,0,0.18110236220472442,0
232,98,0.018842530282637954,0.018842530282637954,1,0,0,0,0
233,99,0.01903480099980773,0.018842530282637954,0.98989898989899,-0.00019227071716977504,0.01020408163265306,0.010101010101010055,0.010101010101010055
234,98,0.018842530282637954,0.018842530282637954,1,0,0,0.029126213592232997,0
235,98,0.018842530282637954,0.018842530282637954,1,0,0,0.010101010101010055,0
236,96,0.018457988848298405,0.01826571813112863,0.9895833333333334,-0.00019227071716977504,-0.02040816326530612,0.14912280701754388,0.01041666666666663
237,94,0.018073447413958853,0.018073447413958853,1,0,-0.010526315789473684,0.010526315789473717,0
238,94,0.018073447413958853,0.018073447413958853,1,0,0,0.0490196078431373,0
239,95,0.01826571813112863,0.01826571813112863,1,0,0.010638297872340425,0,0
240,95,0.01826571813112863,0.01826571813112863,1,0,0,0.01041666666666663,0
241,95,0.01826571813112863,0.01826571813112863,1,0,0,0,0
242,94,0.018073447413958853,0.018073447413958853,1,0,-0.010526315789473684,0,0
243,94,0.018073447413958853,0.018073447413958853,1,0,0,0.11214953271028039,0
244,95,0.01826571813112863,0.018457988848298405,1.0105263157894737,0.00019227071716977504,0.010638297872340425,0.04950495049504955,-0.010526315789473717
245,95,0.01826571813112863,0.018073447413958853,0.9894736842105263,-0.00019227071716977504,-0.010416666666666666,0.05940594059405946,0.010526315789473717
246,92,0.017688905979619304,0.017688905979619304,1,0,-0.02127659574468085,0,0
247,92,0.017688905979619304,0.017304364545279755,0.9782608695652174,-0.0003845414343395501,0,0.05208333333333337,0.021739130434782594
248,90,0.017304364545279755,0.017304364545279755,1,0,0,0.19999999999999996,0
249,91,0.017496635262449527,0.017496635262449527,1,0,0.011111111111111112,0.22764227642276424,0
250,89,0.017112093828109978,0.017112093828109978,1,0,-0.02197802197802198,0,0
251,90,0.017304364545279755,0.016919823110940205,0.9777777777777777,-0.0003845414343395501,0.011235955056179775,0.5145631067961165,0.022222222222222254
252,88,0.016919823110940205,0.016919823110940205,1,0,0,0.20661157024793386,0
253,86,0.016535281676600653,0.016535281676600653,1,0,-0.022727272727272728,0,0
254,86,0.016535281676600653,0.016535281676600653,1,0,0,0.01098901098901095,0
255,84,0.016150740242261104,0.016150740242261104,1,0,-0.023255813953488372,0,0
256,84,0.016150740242261104,0.016150740242261104,1,0,0,0.05555555555555558,0
257,84,0.016150740242261104,0.015958469525091327,0.9880952380952381,-0.00019227071716977504,0,0,0.011904761904761862
258,83,0.015958469525091327,0.015958469525091327,1,0,0,0.05434782608695654,0
259,82,0.015766198807921555,0.015766198807921555,1,0,0,0.08791208791208793,0
